From_Category,To_Category,Ratio_of_human_to_shortest
C0128,C0105,1.06
C0128,C0107,1.78
C0128,C0108,1.25
C0128,C0109,1.23
C0128,C0110,3.75
C0128,C0111,2.0
C0128,C0113,1.33
C0128,C0114,1.33
C0128,C0115,1.25
C0128,C0117,1.64
C0128,C0118,1.97
C0128,C0119,1.86
C0128,C0120,1.22
C0128,C0122,1.0
C0128,C0123,1.0
C0128,C0124,1.0
C0128,C0126,1.44
C0128,C0128,1.0
C0128,C0129,1.71
C0128,C0130,1.25
C0128,C0132,1.71
C0128,C0134,1.33
C0128,C0135,1.51
C0128,C0136,1.0
C0128,C0137,1.94
C0128,C0138,2.0
C0128,C0139,1.67
C0128,C0141,3.0
C0128,C0143,2.33
C0128,C0144,1.67
C0128,C0145,1.68
C0129,C0001,1.67
C0129,C0002,1.86
C0129,C0003,1.56
C0129,C0004,1.86
C0129,C0005,1.44
C0129,C0006,1.98
C0129,C0007,1.64
C0129,C0008,1.59
C0129,C0009,1.53
C0129,C0010,2.06
C0129,C0011,1.72
C0129,C0012,1.56
C0129,C0013,1.87
C0129,C0014,1.8
C0129,C0015,1.41
C0129,C0016,1.63
C0129,C0017,1.86
C0129,C0019,1.11
C0129,C0020,2.33
C0129,C0021,1.67
C0129,C0022,1.5
C0129,C0024,1.67
C0129,C0025,2.67
C0129,C0026,3.05
C0129,C0028,1.78
C0129,C0029,1.2
C0129,C0030,1.5
C0129,C0031,1.63
C0129,C0032,2.0
C0129,C0033,1.97
C0129,C0034,2.08
C0129,C0035,1.29
C0129,C0036,2.12
C0129,C0037,1.75
C0129,C0039,1.52
C0129,C0040,2.0
C0129,C0041,1.46
C0129,C0042,1.78
C0129,C0043,1.0
C0129,C0044,1.92
C0129,C0045,1.52
C0129,C0046,1.5
C0129,C0047,1.25
C0129,C0048,1.98
C0129,C0049,1.35
C0129,C0051,1.77
C0129,C0052,2.54
C0129,C0053,1.49
C0129,C0054,2.06
C0129,C0055,1.46
C0129,C0056,1.7
C0129,C0057,1.11
C0129,C0058,1.31
C0129,C0059,1.62
C0129,C0060,2.17
C0129,C0061,1.5
C0129,C0062,1.41
C0129,C0063,1.0
C0129,C0064,1.75
C0129,C0065,1.57
C0129,C0066,1.17
C0129,C0067,1.62
C0129,C0068,1.31
C0129,C0070,1.51
C0129,C0071,1.45
C0129,C0072,1.35
C0129,C0073,1.49
C0129,C0074,1.6
C0129,C0075,2.66
C0129,C0076,1.99
C0129,C0078,1.8
C0129,C0079,1.72
C0129,C0080,2.56
C0129,C0081,1.33
C0129,C0082,2.52
C0129,C0083,2.07
C0129,C0084,1.38
C0129,C0085,1.48
C0129,C0086,1.33
C0129,C0087,2.18
C0129,C0088,1.5
C0129,C0089,1.86
C0129,C0090,1.43
C0129,C0091,1.25
C0129,C0092,1.24
C0129,C0093,1.73
C0129,C0094,1.78
C0129,C0095,2.33
C0129,C0096,1.27
C0129,C0097,1.6
C0129,C0098,1.39
C0129,C0100,1.74
C0129,C0101,1.17
C0129,C0102,1.61
C0129,C0103,1.4
C0129,C0104,1.67
C0129,C0105,2.06
C0129,C0106,1.61
C0129,C0107,1.33
C0129,C0108,1.43
C0129,C0109,1.74
C0129,C0110,1.98
C0129,C0111,1.33
C0129,C0112,1.38
C0129,C0113,1.6
C0129,C0114,1.4
C0129,C0115,1.39
C0129,C0116,1.44
C0129,C0117,1.53
C0129,C0118,1.92
C0129,C0119,1.62
C0129,C0120,1.2
C0129,C0121,1.9
C0129,C0122,1.43
C0129,C0123,1.38
C0129,C0124,1.27
C0129,C0125,2.06
C0129,C0126,1.22
C0129,C0127,1.4
C0129,C0128,1.38
C0129,C0129,1.31
C0129,C0130,1.53
C0129,C0131,1.19
C0129,C0132,1.36
C0129,C0133,1.71
C0129,C0134,1.5
C0129,C0135,1.57
C0129,C0136,1.5
C0129,C0137,2.14
C0129,C0138,2.01
C0129,C0139,1.91
C0129,C0140,1.95
C0129,C0142,1.83
C0129,C0143,1.61
C0129,C0144,1.68
C0129,C0145,1.5
C0129,C0146,1.59
C0130,C0001,1.78
C0130,C0002,2.28
C0130,C0003,2.29
C0130,C0004,1.72
C0130,C0005,1.83
C0130,C0006,1.78
C0130,C0007,1.96
C0130,C0008,1.78
C0130,C0009,1.66
C0130,C0010,2.12
C0130,C0011,1.55
C0130,C0012,1.57
C0130,C0013,1.6
C0130,C0014,1.75
C0130,C0015,1.95
C0130,C0016,1.75
C0130,C0017,2.28
C0130,C0019,2.5
C0130,C0021,1.33
C0130,C0022,1.33
C0130,C0023,3.33
C0130,C0024,1.44
C0130,C0025,2.0
C0130,C0028,1.31
C0130,C0029,1.0
C0130,C0030,1.75
C0130,C0031,1.76
C0130,C0032,1.6
C0130,C0033,1.51
C0130,C0034,2.19
C0130,C0035,2.0
C0130,C0036,1.33
C0130,C0037,1.67
C0130,C0038,1.0
C0130,C0039,1.0
C0130,C0040,2.28
C0130,C0041,2.33
C0130,C0042,2.08
C0130,C0043,2.71
C0130,C0044,1.89
C0130,C0045,1.42
C0130,C0046,1.12
C0130,C0048,1.12
C0130,C0049,1.56
C0130,C0051,1.9
C0130,C0052,1.37
C0130,C0053,1.8
C0130,C0054,1.88
C0130,C0055,1.86
C0130,C0056,1.93
C0130,C0057,1.64
C0130,C0058,1.58
C0130,C0059,2.15
C0130,C0060,1.0
C0130,C0061,1.0
C0130,C0062,1.48
C0130,C0063,4.0
C0130,C0064,1.67
C0130,C0065,1.38
C0130,C0066,2.83
C0130,C0067,1.93
C0130,C0068,1.77
C0130,C0069,1.33
C0130,C0070,1.33
C0130,C0073,1.06
C0130,C0074,1.53
C0130,C0076,1.92
C0130,C0078,2.83
C0130,C0081,1.0
C0130,C0082,1.33
C0130,C0083,3.0
C0130,C0084,1.57
C0130,C0085,1.33
C0130,C0087,1.63
C0130,C0088,1.8
C0130,C0089,1.17
C0130,C0092,1.17
C0130,C0093,1.33
C0130,C0095,1.62
C0130,C0096,1.86
C0130,C0098,1.74
C0130,C0099,1.83
C0130,C0100,1.89
C0130,C0101,1.62
C0130,C0102,2.67
C0130,C0103,2.67
C0130,C0104,1.0
C0130,C0105,1.92
C0130,C0109,1.53
C0130,C0110,1.67
C0130,C0111,2.42
C0130,C0112,1.83
C0130,C0113,1.0
C0130,C0115,1.96
C0130,C0117,1.78
C0130,C0118,1.62
C0130,C0119,1.89
C0130,C0120,1.63
C0130,C0121,2.06
C0130,C0122,1.17
C0130,C0123,1.96
C0130,C0124,2.0
C0130,C0125,1.67
C0130,C0126,2.37
C0130,C0127,1.33
C0130,C0128,1.25
C0130,C0129,1.33
C0130,C0130,2.12
C0130,C0132,1.33
C0130,C0133,2.01
C0130,C0134,2.03
C0130,C0135,1.85
C0130,C0136,1.5
C0130,C0137,1.63
C0130,C0138,1.78
C0130,C0139,1.48
C0130,C0140,1.92
C0130,C0141,1.5
C0130,C0142,2.17
C0130,C0144,1.86
C0131,C0001,1.74
C0131,C0003,1.83
C0131,C0004,2.0
C0131,C0005,1.67
C0131,C0006,1.58
C0131,C0007,1.5
C0131,C0008,1.73
C0131,C0009,2.57
C0131,C0010,1.0
C0131,C0011,1.17
C0131,C0012,1.83
C0131,C0013,1.67
C0131,C0014,2.3
C0131,C0015,1.4
C0131,C0016,1.76
C0131,C0019,1.92
C0131,C0021,1.67
C0131,C0029,2.0
C0131,C0034,1.68
C0131,C0035,1.0
C0131,C0041,1.67
C0131,C0042,1.33
C0131,C0043,2.0
C0131,C0046,1.33
C0131,C0049,1.75
C0131,C0051,2.25
C0131,C0052,2.67
C0131,C0053,1.5
C0131,C0054,1.22
C0131,C0055,1.75
C0131,C0056,1.67
C0131,C0057,1.5
C0131,C0058,1.58
C0131,C0059,2.67
C0131,C0060,1.5
C0131,C0061,1.88
C0131,C0062,1.83
C0131,C0063,1.0
C0131,C0064,1.89
C0131,C0065,1.93
C0131,C0067,3.22
C0131,C0072,1.33
C0131,C0075,1.0
C0131,C0076,1.0
C0131,C0082,1.0
C0131,C0086,1.33
C0131,C0089,1.67
C0131,C0091,2.0
C0131,C0099,2.0
C0131,C0102,4.56
C0131,C0103,3.0
C0131,C0104,1.33
C0131,C0105,1.33
C0131,C0107,1.5
C0131,C0108,1.85
C0131,C0111,1.31
C0131,C0112,1.0
C0131,C0113,2.0
C0131,C0114,1.33
C0131,C0115,1.52
C0131,C0117,1.8
C0131,C0118,1.54
C0131,C0119,1.88
C0131,C0121,2.25
C0131,C0122,1.33
C0131,C0123,1.0
C0131,C0124,1.33
C0131,C0126,2.33
C0131,C0128,4.56
C0131,C0130,1.5
C0131,C0132,3.0
C0131,C0134,1.33
C0131,C0135,1.5
C0131,C0137,2.0
C0131,C0138,1.62
C0131,C0139,1.52
C0131,C0143,2.25
C0131,C0144,1.83
C0131,C0146,1.0
C0132,C0001,1.78
C0132,C0002,2.5
C0132,C0003,1.85
C0132,C0004,2.04
C0132,C0005,1.8
C0132,C0006,1.81
C0132,C0007,1.91
C0132,C0008,1.63
C0132,C0009,1.36
C0132,C0010,1.95
C0132,C0011,1.66
C0132,C0012,1.66
C0132,C0013,1.66
C0132,C0014,1.64
C0132,C0015,1.57
C0132,C0016,1.77
C0132,C0017,2.5
C0132,C0020,1.75
C0132,C0021,1.94
C0132,C0028,2.33
C0132,C0029,1.67
C0132,C0030,1.0
C0132,C0031,1.99
C0132,C0033,1.52
C0132,C0034,1.81
C0132,C0035,1.39
C0132,C0036,2.25
C0132,C0037,1.69
C0132,C0038,2.47
C0132,C0039,2.29
C0132,C0041,2.06
C0132,C0042,1.47
C0132,C0043,2.46
C0132,C0045,1.17
C0132,C0046,1.25
C0132,C0048,2.78
C0132,C0049,1.55
C0132,C0051,2.33
C0132,C0052,1.55
C0132,C0053,1.83
C0132,C0054,1.46
C0132,C0055,1.78
C0132,C0056,1.88
C0132,C0057,1.0
C0132,C0058,1.42
C0132,C0059,1.54
C0132,C0060,2.33
C0132,C0061,1.25
C0132,C0062,1.51
C0132,C0064,1.67
C0132,C0065,1.5
C0132,C0066,1.0
C0132,C0067,1.65
C0132,C0068,1.2
C0132,C0070,1.12
C0132,C0071,1.17
C0132,C0072,1.96
C0132,C0073,1.22
C0132,C0074,1.16
C0132,C0075,2.17
C0132,C0076,1.9
C0132,C0078,1.67
C0132,C0081,1.73
C0132,C0083,2.5
C0132,C0085,1.7
C0132,C0086,1.33
C0132,C0087,1.75
C0132,C0088,1.33
C0132,C0089,1.7
C0132,C0090,1.4
C0132,C0092,1.78
C0132,C0093,1.5
C0132,C0094,1.25
C0132,C0095,2.53
C0132,C0096,1.78
C0132,C0097,1.5
C0132,C0098,1.57
C0132,C0101,2.25
C0132,C0103,1.71
C0132,C0104,1.0
C0132,C0105,1.56
C0132,C0107,1.75
C0132,C0108,1.75
C0132,C0109,1.5
C0132,C0110,1.67
C0132,C0111,1.87
C0132,C0112,1.0
C0132,C0113,1.5
C0132,C0114,1.5
C0132,C0115,1.54
C0132,C0116,1.44
C0132,C0117,1.67
C0132,C0118,1.86
C0132,C0119,1.87
C0132,C0120,1.55
C0132,C0121,2.67
C0132,C0122,1.86
C0132,C0123,2.05
C0132,C0124,1.37
C0132,C0126,1.33
C0132,C0127,2.25
C0132,C0128,2.0
C0132,C0129,1.75
C0132,C0130,1.33
C0132,C0131,1.0
C0132,C0132,1.0
C0132,C0133,1.85
C0132,C0134,1.28
C0132,C0135,1.88
C0132,C0137,1.68
C0132,C0138,1.58
C0132,C0139,1.46
C0132,C0140,3.33
C0132,C0141,1.0
C0132,C0143,2.21
C0132,C0144,1.72
C0132,C0145,1.44
C0132,C0146,1.44
C0133,C0001,1.67
C0133,C0002,2.26
C0133,C0003,1.62
C0133,C0004,1.71
C0133,C0005,1.57
C0133,C0006,1.83
C0133,C0007,1.89
C0133,C0008,1.58
C0133,C0009,1.68
C0133,C0010,1.88
C0133,C0011,1.59
C0133,C0012,1.24
C0133,C0013,1.56
C0133,C0014,1.73
C0133,C0015,1.55
C0133,C0016,1.69
C0133,C0017,2.26
C0133,C0019,1.67
C0133,C0020,1.75
C0133,C0022,1.42
C0133,C0026,1.0
C0133,C0027,2.0
C0133,C0028,2.07
C0133,C0029,1.67
C0133,C0030,2.4
C0133,C0031,1.46
C0133,C0032,2.07
C0133,C0033,1.63
C0133,C0034,1.86
C0133,C0035,1.66
C0133,C0036,2.0
C0133,C0037,1.08
C0133,C0038,2.35
C0133,C0039,2.06
C0133,C0040,2.5
C0133,C0041,1.72
C0133,C0042,1.71
C0133,C0043,2.68
C0133,C0044,1.62
C0133,C0045,1.79
C0133,C0046,2.15
C0133,C0047,1.5
C0133,C0048,3.5
C0133,C0049,1.6
C0133,C0051,1.59
C0133,C0052,1.91
C0133,C0053,1.61
C0133,C0054,1.53
C0133,C0055,1.48
C0133,C0056,1.49
C0133,C0057,1.67
C0133,C0058,1.43
C0133,C0059,1.49
C0133,C0060,2.66
C0133,C0061,1.86
C0133,C0062,1.61
C0133,C0063,1.33
C0133,C0064,1.44
C0133,C0065,1.69
C0133,C0066,2.0
C0133,C0067,1.96
C0133,C0068,1.63
C0133,C0070,1.4
C0133,C0071,1.33
C0133,C0072,1.5
C0133,C0073,1.54
C0133,C0074,1.2
C0133,C0075,1.67
C0133,C0076,2.0
C0133,C0078,1.84
C0133,C0079,2.0
C0133,C0081,1.57
C0133,C0082,1.88
C0133,C0083,1.85
C0133,C0084,1.0
C0133,C0085,1.71
C0133,C0086,1.54
C0133,C0087,1.48
C0133,C0088,1.98
C0133,C0089,1.36
C0133,C0090,1.64
C0133,C0092,1.93
C0133,C0093,1.72
C0133,C0094,2.0
C0133,C0095,2.0
C0133,C0096,1.62
C0133,C0098,1.8
C0133,C0099,2.08
C0133,C0100,1.67
C0133,C0101,1.54
C0133,C0102,2.36
C0133,C0103,1.28
C0133,C0104,1.0
C0133,C0105,1.51
C0133,C0106,1.33
C0133,C0107,1.63
C0133,C0108,2.0
C0133,C0109,1.95
C0133,C0110,1.49
C0133,C0111,1.42
C0133,C0112,1.5
C0133,C0113,1.48
C0133,C0114,1.75
C0133,C0115,1.51
C0133,C0116,2.56
C0133,C0117,1.79
C0133,C0118,1.57
C0133,C0119,1.69
C0133,C0120,1.64
C0133,C0121,1.63
C0133,C0122,1.58
